FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.272306,272306,"LINESTRING (16.339692965076274 48.21107881707301, 16.339537596464353 48.211136708410685, 16.339478800427678 48.2111859030254, 16.33945229733643 48.21124292077864, 16.339452303064053 48.21133150394745, 16.339527410510332 48.21174168227747, 16.33953333855435 48.21185769456695, 16.33948921000943 48.21193638648824, 16.339418572108926 48.21198360290345, 16.339295861376268 48.21202830262005, 16.339191851581052 48.21204071607108, 16.33909766303608 48.2120328045115, 16.339018274287582 48.21200330879051, 16.33894170976341 48.21194629371048, 16.338894611253007 48.21186166870688, 16.33886217737415 48.211741700002825, 16.33884750332881 48.211596100207196, 16.338849634062733 48.21117818545712)",33,1,Straßenbahn,
OEFFLINIENOGD.272307,272307,"LINESTRING (16.37831707277843 48.21159590479813, 16.378246958647832 48.21162242901074, 16.378162257533166 48.211657199896024, 16.378090367078105 48.211685303870674, 16.378003520120718 48.21170913067961, 16.3777928576781 48.211753879204345, 16.377037865944274 48.211908833596766, 16.376956339427107 48.211925500021344, 16.37688033193044 48.21194513219277, 16.376808776772105 48.21198005120279, 16.376751216871522 48.21201712359564, 16.376696910770644 48.21208531133194, 16.376678516351884 48.21213541002233, 16.376674247874806 48.21218262590042, 16.37669262502122 48.212281005176955)",2,1,Straßenbahn,
OEFFLINIENOGD.272308,272308,"LINESTRING (16.311948998941727 48.21262689678309, 16.312027593169855 48.21263528956608, 16.312108585971668 48.212656440568736, 16.31218431693822 48.21270807741081, 16.312241737316686 48.21278354241364, 16.312415748128785 48.213302576735586, 16.312441115981777 48.21344035797388, 16.31246558192857 48.21349162432029, 16.312513196383534 48.21353327268208, 16.312571851100852 48.21356098380855, 16.31264262095502 48.213578175323015, 16.312851183952965 48.21358388346664)",44,1,Straßenbahn,
OEFFLINIENOGD.272309,272309,"LINESTRING (16.326745179815447 48.21931359939093, 16.32665438158779 48.219329058452566, 16.32657070848202 48.21932548212333, 16.326501280200993 48.219306440417405, 16.32642651682099 48.21926241420304, 16.32639269813964 48.21922196081717, 16.326364226828957 48.219149385054294, 16.32618097772319 48.21852952089627, 16.325773592790057 48.21705303178704, 16.325472944578422 48.21597074559302, 16.32542926217167 48.21581582903156)",9,1,Straßenbahn,
OEFFLINIENOGD.272310,272310,"LINESTRING (16.377090321257693 48.23912001329455, 16.378203325637006 48.23812618064441, 16.37918090807051 48.23726625123261, 16.379524607846193 48.236963861432095, 16.37953913597197 48.23695108563984, 16.380506312997984 48.23609681440946, 16.381468343006045 48.235243166466404, 16.382593487128197 48.23423548132057, 16.3832313032097 48.23367233869606, 16.383455248441095 48.233474666569265, 16.38397897853544 48.2329988904117, 16.385162583265483 48.23196700508876, 16.386795381499386 48.23051556532285, 16.387938216703574 48.22950530114153, 16.38800262163844 48.22943746347515, 16.388064046463636 48.22935110115282, 16.38810098444494 48.22927509203221, 16.388128489887006 48.22918874499956, 16.388362435865623 48.22814264125782, 16.38837327878358 48.22808427053544, 16.388362303723888 48.228012779668845, 16.38833222136342 48.227946513526604, 16.388292337160284 48.227903454251255, 16.388222427114 48.227849526810054, 16.38773762124586 48.22759011205148, 16.386590523472467 48.22696334617777, 16.385788205131842 48.22653939673617, 16.38492422399806 48.22608048433306, 16.384159542372153 48.225739211582514, 16.38398733721478 48.22565019412337, 16.38388162211596 48.22556919591932, 16.383758668945536 48.225463361962476, 16.38365887922106 48.22537655329219, 16.383601849618746 48.22531828027604, 16.383566181753316 48.22525523922194, 16.383530497250412 48.22517554186932, 16.383439470069515 48.224935254245004, 16.38301614043629 48.223887568484564, 16.382772929385848 48.22327837837675, 16.38253421864795 48.222728181248534, 16.38235201376536 48.22230161734392, 16.381966185481435 48.2214154021406, 16.38155174548626 48.22045550202863, 16.381210249080222 48.21972219138855, 16.380851501552005 48.2189820110483, 16.380812096805748 48.21885612152244, 16.38080170994504 48.21867293400257, 16.380791162697204 48.218459979032986, 16.38081149178981 48.21800617404224, 16.380803138279013 48.21768511987062, 16.380804344464323 48.21721540427367, 16.380810590808764 48.216970696706916, 16.380799566630547 48.21682788887187, 16.380784260549067 48.21671287170422, 16.380755897774982 48.216593452929345, 16.380716493148274 48.216465315016485, 16.380654998356892 48.21631227445956, 16.380550972773918 48.216082451909045, 16.38037977080685 48.21572916848746, 16.380324444482856 48.21556619685776, 16.380195425116277 48.21502075699227, 16.38005486898945 48.21446323176573, 16.380006001579055 48.21428014866032, 16.379976879212396 48.21421298048683, 16.37993442659541 48.2141353852601, 16.37988298282058 48.214086211984956, 16.379809340558083 48.21404145379519, 16.379690895146556 48.21400264806058, 16.37942696518724 48.213933050367984, 16.378542860093887 48.213709538874305, 16.377929014690835 48.21355867772164, 16.37784812474079 48.21353361604001, 16.377779067824783 48.21349847761834, 16.37771417145473 48.21344993776462, 16.37756669766338 48.21328550516141, 16.37669262502122 48.212281005176955)",2,1,Straßenbahn,
OEFFLINIENOGD.272311,272311,"LINESTRING (16.37606095598864 48.175448342729986, 16.376386571735406 48.1754259375476, 16.377551966537904 48.17534985686263)",11,1,Straßenbahn,
OEFFLINIENOGD.272312,272312,"LINESTRING (16.326092092747903 48.21321843839712, 16.32632161601375 48.213258254972146)","44, 9",1,Straßenbahn,
OEFFLINIENOGD.272313,272313,"LINESTRING (16.325871235072576 48.21317993064965, 16.325938589456875 48.21319180947942)","44, 9",1,Straßenbahn,
OEFFLINIENOGD.272314,272314,"LINESTRING (16.32651475186516 48.21342384081762, 16.32651713010773 48.21352844196167)","2, 9",1,Straßenbahn,
OEFFLINIENOGD.272315,272315,"LINESTRING (16.36952683051946 48.20203931099996, 16.369376013470635 48.20172097098705)","1, 62, U2Z",1,Straßenbahn,
OEFFLINIENOGD.272316,272316,"LINESTRING (16.371148942577317 48.20120695456003, 16.371227601844407 48.20134758470606)",1,1,Straßenbahn,
OEFFLINIENOGD.272317,272317,"LINESTRING (16.369376013470635 48.20172097098705, 16.369389477452067 48.20163858370772, 16.36946417845732 48.201567178307485, 16.36960296436982 48.20152145237426, 16.370882001886148 48.20122982620296, 16.371027218900377 48.20122407151547, 16.371101979216377 48.20124403625512, 16.371174616947965 48.20128398994813, 16.371227601844407 48.20134758470606)",U2Z,1,Straßenbahn,
OEFFLINIENOGD.272318,272318,"LINESTRING (16.37115270439934 48.216700594072556, 16.37113852309647 48.21671342540211, 16.370458588518577 48.21736329963358, 16.370412459618876 48.21740531166726, 16.370350718833773 48.217444540436006, 16.370290043316285 48.21746695156062, 16.37022088341237 48.21747956257515, 16.370151717456615 48.21748309041234, 16.370079450882844 48.21747825544239, 16.370003946785722 48.217461460417596, 16.369918069421136 48.21742713164123, 16.366698702854407 48.21594594498201, 16.366483510452472 48.21584693191561)","1, U2Z",1,Straßenbahn,
OEFFLINIENOGD.272319,272319,"LINESTRING (16.36656955025269 48.21576407722627, 16.369963216771083 48.21732441595678, 16.37007049011925 48.217358378657806, 16.37018891865071 48.21737102405737, 16.37029656740895 48.21736208884522, 16.370394514670124 48.21733436062397, 16.37048101089651 48.21728775000883, 16.370571390860572 48.21721343909085, 16.37109670588487 48.21671251002826)","1, U2Z",1,Straßenbahn,
OEFFLINIENOGD.272320,272320,"LINESTRING (16.37115270439934 48.216700594072556, 16.37109670588487 48.21671251002826)",U2Z,1,Straßenbahn,
OEFFLINIENOGD.272321,272321,"LINESTRING (16.37115270439934 48.216700594072556, 16.371501040497716 48.21659456005377)",U2Z,1,Straßenbahn,
OEFFLINIENOGD.272322,272322,"LINESTRING (16.487012143168478 48.23332555164848, 16.486872423761504 48.233289567922405, 16.486735593335148 48.23326690454303, 16.48582651306985 48.23320908112233, 16.485703851355964 48.23315974766709, 16.485623828486634 48.233076095520175, 16.48561216635034 48.23298473993442, 16.485660319794437 48.232887595001124, 16.485771261578623 48.232826537135395, 16.485879449209243 48.23279784292379, 16.486004864037785 48.232814811532094, 16.486170307941894 48.23287931700832, 16.486404267268718 48.23298941809427, 16.486795214935366 48.23319449066024, 16.487012143168478 48.23332555164848)",26,1,Straßenbahn,
OEFFLINIENOGD.272323,272323,"LINESTRING (16.487108248899137 48.23348778392957, 16.487012143168478 48.23332555164848)",26,1,Straßenbahn,
OEFFLINIENOGD.272324,272324,"LINESTRING (16.361417443246253 48.22576196394363, 16.361508835669408 48.22575143076555, 16.361578267711423 48.22573428248841, 16.36164342291991 48.2257099981208, 16.361685373562207 48.225683386041794)",D,1,Straßenbahn,
OEFFLINIENOGD.272325,272325,"LINESTRING (16.36178029333734 48.214589865363536, 16.360979606591712 48.21536336547351, 16.360790996935915 48.215544245117826, 16.36068958006098 48.215656100968765, 16.36057927343249 48.21579056394658, 16.360534805971472 48.21586552638648, 16.360468989344657 48.2159738059698, 16.360383594136312 48.21608684795114, 16.36023235386625 48.21624749304399, 16.36001705444447 48.216470017329556, 16.35974836497359 48.21673300272686, 16.35946721451476 48.217001939019866, 16.359238083613832 48.21722859610258, 16.35841530609811 48.21809264580197, 16.357778675106044 48.21878074752992, 16.357405938234574 48.2191725610307, 16.357237562967985 48.219342565391706, 16.35680867649356 48.219755478967954, 16.35663071241113 48.21992088322507, 16.3564918999472 48.22005415745937, 16.356370882753843 48.22016958228332, 16.356276559487927 48.220254069289176, 16.356153751616862 48.2203456999834, 16.356000680721518 48.220443283881906, 16.35578528428449 48.22057301724699, 16.35458285637246 48.221398866002225, 16.353432343311567 48.22215635315214)","37, 38, 40, 41, 42",1,Straßenbahn,
OEFFLINIENOGD.272326,272326,"LINESTRING (16.370818203036233 48.229829759450645, 16.370943245835235 48.22988896966769, 16.371024768311 48.22992844392784, 16.371182934702926 48.22999216470047, 16.37138241471955 48.230057776453144, 16.371620357047114 48.23012242451451, 16.372257235620793 48.2302783181922, 16.37385728842298 48.23067374547919, 16.374689383730104 48.230880957500105, 16.374791967569937 48.23090186188368, 16.37488599336779 48.23090849327967, 16.374991402405506 48.230897036357476, 16.375078275372854 48.230864645888246, 16.37575183941775 48.23053700357531, 16.376654654220992 48.23009315941228, 16.377517587375745 48.22967597199686, 16.378326396526543 48.22928544746058, 16.379753172841582 48.2285920186756, 16.38044945864251 48.228252917838404, 16.381046062805474 48.22796144190548, 16.38113433399546 48.22790810745496, 16.38124110011047 48.227829067643, 16.38132080729124 48.22775670142309, 16.38138626363793 48.22767862918236, 16.381616767263278 48.227383486057064, 16.382072077624194 48.22680557438194, 16.38233814354959 48.226465681617135, 16.38261131942132 48.22611721932687, 16.38275786742568 48.225931562987036, 16.382965617692836 48.225695436024985, 16.383085132528873 48.225546909666605, 16.38326154899088 48.225318410381725, 16.383348349988815 48.22522224472559, 16.383455122903708 48.22516033485102, 16.383560495356505 48.225124123504976, 16.383665882525772 48.225103965806, 16.384315335188525 48.225025648934746, 16.384568840916604 48.224987471528564, 16.384830886739664 48.224941675408935, 16.38503882114023 48.224913033756415, 16.385927061451763 48.2248022853161, 16.386371416350723 48.224746889083846, 16.386582187095264 48.224706822043, 16.386814301654834 48.22464485397504, 16.38700937845698 48.22458004649424, 16.387258538585595 48.224473336035274, 16.387771088300532 48.22424658368286, 16.388693672507152 48.2238454648022, 16.38909943579335 48.22366991306695, 16.38918485412706 48.22362823338771, 16.389259580491334 48.223577040187074, 16.3893236153814 48.2235181195342, 16.38937605933048 48.223441952564954, 16.389403584223572 48.22337293591879)",5,1,Straßenbahn,
OEFFLINIENOGD.272327,272327,"LINESTRING (16.354195771252172 48.22455498015846, 16.354285240920557 48.22465049357374, 16.35456986823021 48.22495513768868, 16.354883722580553 48.22530860935827, 16.355086827492798 48.22559402359114, 16.355170922850796 48.22574153582471, 16.355229376756128 48.225886196916534, 16.355256493015826 48.226024200136195, 16.355265083893688 48.226143171440896, 16.35527521486345 48.2265733752553, 16.35526101740582 48.226698061017274, 16.355172834389453 48.22705594528791, 16.355103127166217 48.227300564389324, 16.354908190528327 48.22788689389088, 16.35484273705159 48.22808772966428, 16.354802912671495 48.22825429808541, 16.354699100048173 48.22873972312412, 16.354626569693764 48.229070003328474, 16.354522765332955 48.229583981504284, 16.354492890916198 48.22969724826602, 16.35445019460515 48.22980766172479, 16.354423158902172 48.2298952290837, 16.354403246883688 48.22998089324421, 16.354396154259806 48.2300665544649, 16.35439904679947 48.230187429613416, 16.354416203301877 48.23036160330182, 16.354424805174272 48.23051483861207, 16.35442912869494 48.23065474939677, 16.35441921495558 48.23082036136729, 16.35440931978533 48.231034513141324, 16.354393711143125 48.231208691112144, 16.3543638493603 48.23136098102856, 16.354329703552676 48.231484718254116, 16.35428415243628 48.231585613683464, 16.354177372465738 48.231765517537184, 16.354057764817878 48.231929241853265, 16.353968061227814 48.23205964975767, 16.353834218522195 48.232261447777844, 16.353745520148834 48.23242177116603, 16.353534172776794 48.232780181639015, 16.35337703305425 48.23302814732158, 16.35317885728162 48.23334095970213)","37, 38",1,Straßenbahn,
OEFFLINIENOGD.272328,272328,"LINESTRING (16.360448503255117 48.225995636228404, 16.36048614832067 48.22591046273105, 16.360529056696226 48.22585559516135, 16.360600097129883 48.225806477234535, 16.36068527853354 48.225776421812256, 16.3607777345368 48.225760574011495, 16.361057279097338 48.22576132313451, 16.361417443246253 48.22576196394363)","33, D",1,Straßenbahn,
OEFFLINIENOGD.272329,272329,"LINESTRING (16.349783793591072 48.22451816713339, 16.349740193670186 48.22454194401298, 16.34967156068939 48.22456650353677, 16.349587043347952 48.2245796435229, 16.34933590919521 48.2246017958979, 16.349268212138025 48.2246032425641, 16.349201049762907 48.224590300018946, 16.349139940908632 48.22456575552915, 16.349078561282678 48.22453464600542, 16.34903817484932 48.22449373151209, 16.349009897198407 48.22443644803464, 16.348872738010584 48.223833199800474, 16.348835167366037 48.22374695921339, 16.348735536070908 48.22359084830226, 16.34862730122645 48.22347268952309, 16.348489861295423 48.22335102643615, 16.348357541402063 48.223251216105076, 16.348194403198967 48.22315482627231, 16.34801754421455 48.22308478769181, 16.344010563600875 48.22200972557928, 16.3439131236134 48.2219854505805, 16.343821337698202 48.221971877027016, 16.343709232315085 48.221972693858724, 16.343556620778457 48.22199122980501, 16.34263395471157 48.222131399721555, 16.341658124855833 48.22227929894863, 16.340033359056573 48.22272057184631, 16.338929933965282 48.22301405202007, 16.338606940624036 48.22314392118867, 16.337456801901155 48.223606460283065, 16.336555087271194 48.22397015197241, 16.335418234326074 48.22452826821528, 16.33427443212649 48.22508504026015)",42,1,Straßenbahn,
OEFFLINIENOGD.272330,272330,"LINESTRING (16.370818203036233 48.229829759450645, 16.3700102397504 48.22944381495509, 16.369748091858437 48.22932122303475, 16.369231143269847 48.2290714199747, 16.369070440662405 48.228992628248974, 16.368353352076053 48.22864992120488, 16.367256867944104 48.228124751274, 16.366438965746173 48.22773853245066, 16.366379456819182 48.227708510869455, 16.36631536865172 48.22767327440969, 16.36622435007685 48.22761852974457, 16.366161469959245 48.22757726744525, 16.3660648004607 48.227525491881345, 16.365409817128047 48.22721224787076, 16.365143921795404 48.227085151563706, 16.36500565771806 48.22702079512667, 16.364867805470737 48.22697019800124, 16.364769534187108 48.2269379369668, 16.36469899376224 48.22691376283282, 16.36460072084721 48.226878174173635, 16.36379598569671 48.22653516977079, 16.3625688728555 48.226011964800996, 16.362207356800486 48.22587582388227, 16.361865731926482 48.22574943768494)","33, 5",1,Straßenbahn,
